mapping_id,job_profile_id,canonical_name,delivery_domain_id,participating_function_codes_candidate,market_tool_category,vendor,tool_product,specialist_capabilities,primary_structured_records,lifecycle_stages,source_url,verification_status,verified_date,nublox_native_requirement
CBE-JTM-0471,CBE-JP-070,Solar panel installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,OpenSolar,OpenSolar,Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance,Survey; quotes; equipment records; commissioning/test records,Retrofit/Installation; Maintenance,https://www.opensolar.com/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance; create/control Survey; quotes; equipment records; commissioning/test records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0472,CBE-JP-070,Solar panel installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,Valentin Software,Valentin PV*SOL premium,Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance,Survey; quotes; equipment records; commissioning/test records,Retrofit/Installation; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance; create/control Survey; quotes; equipment records; commissioning/test records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0473,CBE-JP-070,Solar panel installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,SolarEdge,SolarEdge Designer,Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance,Survey; quotes; equipment records; commissioning/test records,Retrofit/Installation; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance; create/control Survey; quotes; equipment records; commissioning/test records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0474,CBE-JP-070,Solar panel installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,PVcase,PVcase,Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance,Survey; quotes; equipment records; commissioning/test records,Retrofit/Installation; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance; create/control Survey; quotes; equipment records; commissioning/test records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0475,CBE-JP-070,Solar panel installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,simPRO,simPRO,Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance,Survey; quotes; equipment records; commissioning/test records,Retrofit/Installation; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance; create/control Survey; quotes; equipment records; commissioning/test records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0476,CBE-JP-070,Solar panel installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,Joblogic,Joblogic,Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance,Survey; quotes; equipment records; commissioning/test records,Retrofit/Installation; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance; create/control Survey; quotes; equipment records; commissioning/test records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0477,CBE-JP-070,Solar panel installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,ServiceM8,ServiceM8,Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance,Survey; quotes; equipment records; commissioning/test records,Retrofit/Installation; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance; create/control Survey; quotes; equipment records; commissioning/test records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0478,CBE-JP-071,Steel erector,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Trimble,Tekla Structures,Work packs; lifts; sequence; members; bolts/connections; inspections; progress,Work packs; member records; inspection records; photos,Structural construction,https://www.tekla.com/products/tekla-structures,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Work packs; lifts; sequence; members; bolts/connections; inspections; progress; create/control Work packs; member records; inspection records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0479,CBE-JP-071,Steel erector,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Trimble,Trimble Connect,Work packs; lifts; sequence; members; bolts/connections; inspections; progress,Work packs; member records; inspection records; photos,Structural construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Work packs; lifts; sequence; members; bolts/connections; inspections; progress; create/control Work packs; member records; inspection records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0480,CBE-JP-071,Steel erector,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Procore,Procore,Work packs; lifts; sequence; members; bolts/connections; inspections; progress,Work packs; member records; inspection records; photos,Structural construction,https://www.procore.com/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Work packs; lifts; sequence; members; bolts/connections; inspections; progress; create/control Work packs; member records; inspection records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
