employment_job_id,job_title,catalogue_source,source_job_profile_ids,source_reconciliation_states,source_titles,wave_archetype_ids,external_career_indexes,domain,function_ids,job_level,work_product_state,activity_mapping_state,canonical_mapping_state,job_workbench_state,acceptance_state,notes,explicit_work_product_count
EJOB-F10.03-PROFESSIONAL,Supply Planner,source-reconciled,JP-F10.03-PROFESSIONAL,reconciled-retain-employment-profile,Supply Planner,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-ST,Surveying Technician,wave-archetype,,,,JOB-ST,76,"Surveying, Property & Land",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F23.11-PROFESSIONAL,Sustainability Manager,source-reconciled,JP-F23.11-PROFESSIONAL,reconciled-retain-employment-profile,Sustainability Manager,,,,F23,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F23.13-PROFESSIONAL,Sustainable Procurement Specialist,source-reconciled,JP-F23.13-PROFESSIONAL,reconciled-retain-employment-profile,Sustainable Procurement Specialist,,,,F23,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F15.05-PROFESSIONAL,Talent Acquisition Specialist,source-reconciled,JP-F15.05-PROFESSIONAL,reconciled-retain-employment-profile,Talent Acquisition Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,7
EJOB-F15.15-PROFESSIONAL,Talent Management Specialist,source-reconciled,JP-F15.15-PROFESSIONAL,reconciled-retain-employment-profile,Talent Management Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F14.19-PROFESSIONAL,Tax Specialist,source-reconciled,JP-F14.19-PROFESSIONAL,reconciled-retain-employment-profile,Tax Specialist,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,6
EJOB-F08.05-PROFESSIONAL,Technical Support Specialist,source-reconciled,JP-F08.05-PROFESSIONAL,reconciled-retain-employment-profile,Technical Support Specialist,,,,F08,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F16.21-PROFESSIONAL,Technology Vendor Manager,source-reconciled,JP-F16.21-PROFESSIONAL,reconciled-retain-employment-profile,Technology Vendor Manager,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-THERM,Thermal Insulation Engineer,wave-archetype,,,,JOB-THERM,77,Energy & Building Performance,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F18.12-PROFESSIONAL,Third-Party Security Risk Specialist,source-reconciled,JP-F18.12-PROFESSIONAL,reconciled-retain-employment-profile,Third-Party Security Risk Specialist,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F18.09-PROFESSIONAL,Threat Intelligence Analyst,source-reconciled,JP-F18.09-PROFESSIONAL,reconciled-retain-employment-profile,Threat Intelligence Analyst,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-TILE,Tiler,wave-archetype,,,,JOB-TILE,78,Building Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F15.09-PROFESSIONAL,Time & Attendance Specialist,source-reconciled,JP-F15.09-PROFESSIONAL,reconciled-retain-employment-profile,Time & Attendance Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-TP,Town Planner,wave-archetype,,,,JOB-TP,79,"Geospatial, Planning & Transport",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-TPA,Town Planning Assistant,wave-archetype,,,,JOB-TPA,80,"Geospatial, Planning & Transport",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F04.04-PROFESSIONAL,Transaction Manager,source-reconciled,JP-F04.04-PROFESSIONAL,reconciled-retain-employment-profile,Transaction Manager,,,,F04,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F28.01-PROFESSIONAL,Transformation Director,source-reconciled,JP-F28.01-PROFESSIONAL,reconciled-retain-employment-profile,Transformation Director,,,,F28,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F10.08-PROFESSIONAL,Transport Manager,source-reconciled,JP-F10.08-PROFESSIONAL,reconciled-retain-distinct-employment-profile,Transport Manager,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-TRP,Transport Planner,wave-archetype,JP-F10.08-PROFESSIONAL,,,JOB-TRP,81,"Geospatial, Planning & Transport",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job composes or references source Functional Roles but remains a distinct employment job.,candidate-count-in-wave-register
EJOB-F24.12-PROFESSIONAL,Travel Security Specialist,source-reconciled,JP-F24.12-PROFESSIONAL,reconciled-retain-employment-profile,Travel Security Specialist,,,,F24,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F14.17-PROFESSIONAL,Treasury FX Specialist,source-reconciled,JP-F14.17-PROFESSIONAL,reconciled-retain-employment-profile,Treasury FX Specialist,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F14.15-PROFESSIONAL,Treasury Specialist,source-reconciled,JP-F14.15-PROFESSIONAL,reconciled-retain-employment-profile,Treasury Specialist,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F22.13-PROFESSIONAL,Utilities Manager,source-reconciled,JP-F22.13-PROFESSIONAL,reconciled-retain-employment-profile,Utilities Manager,,,,F22,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F04.02-PROFESSIONAL,Valuation Specialist,source-reconciled,JP-F04.02-PROFESSIONAL,reconciled-retain-employment-profile,Valuation Specialist,,,,F04,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F03.03-PROFESSIONAL,Variance Manager,source-reconciled,JP-F03.03-PROFESSIONAL,reconciled-retain-employment-profile,Variance Manager,,,,F03,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F24.10-PROFESSIONAL,Visitor Management Coordinator,source-reconciled,JP-F24.10-PROFESSIONAL,reconciled-retain-with-corrected-title,Security Operations Coordinator,,,,F24,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F18.05-PROFESSIONAL,Vulnerability Management Specialist,source-reconciled,JP-F18.05-PROFESSIONAL,reconciled-retain-employment-profile,Vulnerability Management Specialist,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-F10.06-PROFESSIONAL,Warehouse Manager,source-reconciled,JP-F10.06-PROFESSIONAL,reconciled-retain-employment-profile,Warehouse Manager,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,6
EJOB-F08.07-PROFESSIONAL,Warranty Specialist,source-reconciled,JP-F08.07-PROFESSIONAL,reconciled-retain-employment-profile,Warranty Specialist,,,,F08,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
